time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-19 00:00:00+00:00,2,1,337,26
2023-09-20 00:00:00+00:00,43,30,1425,262
2023-09-21 00:00:00+00:00,62,38,1399,266
2023-09-22 00:00:00+00:00,39,28,1289,230
2023-09-23 00:00:00+00:00,33,25,635,144
2023-09-24 00:00:00+00:00,17,15,544,121
2023-09-25 00:00:00+00:00,200,42,1664,266
2023-09-26 00:00:00+00:00,38,24,2091,295
2023-09-27 00:00:00+00:00,28,25,1249,268
2023-09-28 00:00:00+00:00,36,28,1246,211
2023-09-29 00:00:00+00:00,15,12,615,128
2023-09-30 00:00:00+00:00,11,11,581,91
2023-10-01 00:00:00+00:00,8,8,529,122
2023-10-02 00:00:00+00:00,11,10,753,137
2023-10-03 00:00:00+00:00,11,9,453,104
