time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,,,92,27
2024-06-28 00:00:00+00:00,19.0,19.0,925,181
2024-06-29 00:00:00+00:00,17.0,8.0,316,111
2024-06-30 00:00:00+00:00,4.0,4.0,465,96
2024-07-01 00:00:00+00:00,17.0,15.0,1008,191
2024-07-02 00:00:00+00:00,15.0,7.0,843,188
2024-07-03 00:00:00+00:00,11.0,8.0,1071,198
2024-07-04 00:00:00+00:00,8.0,8.0,947,187
2024-07-05 00:00:00+00:00,14.0,11.0,1167,232
2024-07-06 00:00:00+00:00,5.0,5.0,352,94
2024-07-07 00:00:00+00:00,7.0,7.0,201,77
2024-07-08 00:00:00+00:00,17.0,14.0,978,179
2024-07-09 00:00:00+00:00,10.0,7.0,868,182
2024-07-10 00:00:00+00:00,10.0,9.0,1034,207
2024-07-11 00:00:00+00:00,15.0,7.0,871,187
