time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-25 00:00:00+00:00,3,2,98,48
2023-05-26 00:00:00+00:00,236,69,3623,712
2023-05-27 00:00:00+00:00,30,24,2298,473
2023-05-28 00:00:00+00:00,43,30,1140,279
2023-05-29 00:00:00+00:00,266,68,3163,566
2023-05-30 00:00:00+00:00,173,42,2389,488
2023-05-31 00:00:00+00:00,142,81,6457,691
2023-06-01 00:00:00+00:00,193,78,3124,558
2023-06-02 00:00:00+00:00,130,69,2536,477
2023-06-03 00:00:00+00:00,46,39,1161,185
2023-06-04 00:00:00+00:00,25,20,892,163
2023-06-05 00:00:00+00:00,217,66,3188,543
2023-06-06 00:00:00+00:00,93,61,3253,481
2023-06-07 00:00:00+00:00,96,68,2708,518
2023-06-08 00:00:00+00:00,63,45,2305,370
