time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,3,3,225,30
2024-04-24 00:00:00+00:00,27,25,1428,251
2024-04-25 00:00:00+00:00,23,22,1092,254
2024-04-26 00:00:00+00:00,17,15,745,181
2024-04-27 00:00:00+00:00,15,15,620,132
2024-04-28 00:00:00+00:00,19,18,963,186
2024-04-29 00:00:00+00:00,26,23,838,200
2024-04-30 00:00:00+00:00,30,26,1272,217
2024-05-01 00:00:00+00:00,22,13,638,139
2024-05-02 00:00:00+00:00,15,14,580,176
2024-05-03 00:00:00+00:00,23,18,678,162
2024-05-04 00:00:00+00:00,20,17,522,128
2024-05-05 00:00:00+00:00,19,18,319,98
2024-05-06 00:00:00+00:00,166,40,1580,298
2024-05-07 00:00:00+00:00,99,19,1193,203
