time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-26 00:00:00+00:00,1,1,60,33
2023-08-27 00:00:00+00:00,16,14,514,133
2023-08-28 00:00:00+00:00,179,45,1916,286
2023-08-29 00:00:00+00:00,56,32,1779,281
2023-08-30 00:00:00+00:00,53,36,1245,272
2023-08-31 00:00:00+00:00,27,26,1791,255
2023-09-01 00:00:00+00:00,61,22,1410,263
2023-09-02 00:00:00+00:00,18,13,746,130
2023-09-03 00:00:00+00:00,21,17,663,119
2023-09-04 00:00:00+00:00,200,51,2897,334
2023-09-05 00:00:00+00:00,61,34,2819,329
2023-09-06 00:00:00+00:00,55,36,2117,350
2023-09-07 00:00:00+00:00,29,20,1792,323
2023-09-08 00:00:00+00:00,41,27,2022,308
2023-09-09 00:00:00+00:00,16,14,497,122
