time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-08 00:00:00+00:00,8,7,229,39
2024-04-09 00:00:00+00:00,47,38,1998,305
2024-04-10 00:00:00+00:00,39,35,1630,288
2024-04-11 00:00:00+00:00,34,28,1394,265
2024-04-12 00:00:00+00:00,25,23,771,192
2024-04-13 00:00:00+00:00,18,14,579,112
2024-04-14 00:00:00+00:00,11,11,364,103
2024-04-15 00:00:00+00:00,20,15,981,213
2024-04-16 00:00:00+00:00,27,22,1361,246
2024-04-17 00:00:00+00:00,80,33,1363,250
2024-04-18 00:00:00+00:00,39,32,1403,233
2024-04-19 00:00:00+00:00,25,24,1072,221
2024-04-20 00:00:00+00:00,15,14,522,116
2024-04-21 00:00:00+00:00,12,11,473,101
2024-04-22 00:00:00+00:00,21,18,864,189
