time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,1,1,22,16
2024-05-27 00:00:00+00:00,25,18,1247,184
2024-05-28 00:00:00+00:00,18,15,722,169
2024-05-29 00:00:00+00:00,30,19,1239,370
2024-05-30 00:00:00+00:00,12,10,665,188
2024-05-31 00:00:00+00:00,21,17,1539,212
2024-06-01 00:00:00+00:00,20,14,453,99
2024-06-02 00:00:00+00:00,17,12,513,90
2024-06-03 00:00:00+00:00,19,17,1208,173
2024-06-04 00:00:00+00:00,16,13,841,193
2024-06-05 00:00:00+00:00,32,25,699,192
2024-06-06 00:00:00+00:00,26,21,910,140
2024-06-07 00:00:00+00:00,20,10,579,165
2024-06-08 00:00:00+00:00,16,10,289,76
2024-06-09 00:00:00+00:00,3,3,105,52
