time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,5,5,111,44
2023-09-14 00:00:00+00:00,52,29,1737,326
2023-09-15 00:00:00+00:00,48,37,2442,305
2023-09-16 00:00:00+00:00,19,16,686,137
2023-09-17 00:00:00+00:00,19,18,687,128
2023-09-18 00:00:00+00:00,233,51,2498,346
2023-09-19 00:00:00+00:00,73,35,2551,318
2023-09-20 00:00:00+00:00,43,30,1425,262
2023-09-21 00:00:00+00:00,62,38,1399,266
2023-09-22 00:00:00+00:00,39,28,1289,230
2023-09-23 00:00:00+00:00,33,25,635,144
2023-09-24 00:00:00+00:00,17,15,544,121
2023-09-25 00:00:00+00:00,200,42,1664,266
2023-09-26 00:00:00+00:00,38,24,2091,295
2023-09-27 00:00:00+00:00,28,25,1106,224
