time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-06 00:00:00+00:00,,,41,20
2023-10-07 00:00:00+00:00,89.0,28.0,1278,250
2023-10-08 00:00:00+00:00,37.0,27.0,1357,228
2023-10-09 00:00:00+00:00,226.0,41.0,2566,309
2023-10-10 00:00:00+00:00,49.0,33.0,1926,316
2023-10-11 00:00:00+00:00,34.0,28.0,1155,229
2023-10-12 00:00:00+00:00,27.0,20.0,1792,233
2023-10-13 00:00:00+00:00,33.0,30.0,1428,251
2023-10-14 00:00:00+00:00,18.0,15.0,505,101
2023-10-15 00:00:00+00:00,21.0,18.0,419,105
2023-10-16 00:00:00+00:00,215.0,41.0,2298,270
2023-10-17 00:00:00+00:00,177.0,43.0,2334,306
2023-10-18 00:00:00+00:00,48.0,33.0,2108,287
2023-10-19 00:00:00+00:00,609.0,40.0,1599,298
2023-10-20 00:00:00+00:00,50.0,34.0,1289,256
