time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-23 00:00:00+00:00,,,54,17
2024-08-24 00:00:00+00:00,11.0,9.0,514,100
2024-08-25 00:00:00+00:00,8.0,8.0,422,95
2024-08-26 00:00:00+00:00,5.0,5.0,610,156
2024-08-27 00:00:00+00:00,5.0,5.0,823,165
2024-08-28 00:00:00+00:00,10.0,9.0,915,165
2024-08-29 00:00:00+00:00,10.0,9.0,565,189
2024-08-30 00:00:00+00:00,9.0,7.0,587,185
2024-08-31 00:00:00+00:00,8.0,8.0,426,105
2024-09-01 00:00:00+00:00,5.0,5.0,475,102
2024-09-02 00:00:00+00:00,8.0,6.0,974,219
2024-09-03 00:00:00+00:00,13.0,12.0,1218,211
2024-09-04 00:00:00+00:00,8.0,8.0,773,206
2024-09-05 00:00:00+00:00,3.0,3.0,542,169
2024-09-06 00:00:00+00:00,6.0,5.0,678,129
