time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-11 00:00:00+00:00,5,4,91,44
2023-04-12 00:00:00+00:00,102,71,2113,401
2023-04-13 00:00:00+00:00,124,55,1688,363
2023-04-14 00:00:00+00:00,61,29,1244,301
2023-04-15 00:00:00+00:00,19,11,544,155
2023-04-16 00:00:00+00:00,24,20,543,96
2023-04-17 00:00:00+00:00,174,39,1515,303
2023-04-18 00:00:00+00:00,78,31,1314,284
2023-04-19 00:00:00+00:00,50,35,1434,309
2023-04-20 00:00:00+00:00,35,29,1177,295
2023-04-21 00:00:00+00:00,38,31,1008,272
2023-04-22 00:00:00+00:00,19,15,595,114
2023-04-23 00:00:00+00:00,21,18,1162,259
2023-04-24 00:00:00+00:00,329,50,1769,320
2023-04-25 00:00:00+00:00,84,28,1350,260
