time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,,,46,26
2024-07-31 00:00:00+00:00,8.0,8.0,1162,187
2024-08-01 00:00:00+00:00,7.0,6.0,1059,179
2024-08-02 00:00:00+00:00,5.0,5.0,969,163
2024-08-03 00:00:00+00:00,4.0,2.0,817,117
2024-08-04 00:00:00+00:00,4.0,3.0,999,97
2024-08-05 00:00:00+00:00,6.0,6.0,879,173
2024-08-06 00:00:00+00:00,9.0,7.0,1414,192
2024-08-07 00:00:00+00:00,12.0,11.0,821,184
2024-08-08 00:00:00+00:00,21.0,16.0,1134,184
2024-08-09 00:00:00+00:00,7.0,7.0,1547,174
2024-08-10 00:00:00+00:00,6.0,6.0,388,101
2024-08-11 00:00:00+00:00,15.0,8.0,427,75
2024-08-12 00:00:00+00:00,7.0,6.0,1121,145
2024-08-13 00:00:00+00:00,7.0,6.0,598,136
