time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-28 00:00:00+00:00,,,85,28
2024-08-29 00:00:00+00:00,10.0,9.0,565,189
2024-08-30 00:00:00+00:00,9.0,7.0,587,185
2024-08-31 00:00:00+00:00,8.0,8.0,426,105
2024-09-01 00:00:00+00:00,5.0,5.0,475,102
2024-09-02 00:00:00+00:00,8.0,6.0,974,219
2024-09-03 00:00:00+00:00,13.0,12.0,1218,211
2024-09-04 00:00:00+00:00,8.0,8.0,773,206
2024-09-05 00:00:00+00:00,3.0,3.0,542,169
2024-09-06 00:00:00+00:00,6.0,5.0,843,157
2024-09-07 00:00:00+00:00,6.0,5.0,431,86
2024-09-08 00:00:00+00:00,6.0,5.0,246,90
2024-09-09 00:00:00+00:00,12.0,11.0,727,191
2024-09-10 00:00:00+00:00,14.0,10.0,802,167
2024-09-11 00:00:00+00:00,3.0,3.0,633,143
