time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-07 00:00:00+00:00,2,2,100,27
2023-10-08 00:00:00+00:00,37,27,1357,228
2023-10-09 00:00:00+00:00,226,41,2566,309
2023-10-10 00:00:00+00:00,49,33,1926,316
2023-10-11 00:00:00+00:00,34,28,1155,229
2023-10-12 00:00:00+00:00,27,20,1792,233
2023-10-13 00:00:00+00:00,33,30,1428,251
2023-10-14 00:00:00+00:00,18,15,505,101
2023-10-15 00:00:00+00:00,21,18,419,105
2023-10-16 00:00:00+00:00,215,41,2298,270
2023-10-17 00:00:00+00:00,177,43,2334,306
2023-10-18 00:00:00+00:00,48,33,2108,287
2023-10-19 00:00:00+00:00,609,40,1599,298
2023-10-20 00:00:00+00:00,53,36,1569,295
2023-10-21 00:00:00+00:00,11,11,694,103
